Número de Línea,Texto,Clasificación,Polaridad,Librería
743,"Me encanta cómo manejaron el change management, el equipo está motivado.",positivo,0.9722,pysentimiento
744,"El consultor no sabe qué es un sprint, el proyecto no tiene orden.",negativo,-0.8623,pysentimiento
745,Todo ok con la migración a la nube.,neutro,0.0,pysentimiento
746,"El sistema es una basura, el performance es inaceptable. 😡",neutro,0.0,vader
747,"Tuvimos un problema con los webhooks, pero el support lo arregló rápido.",neutro,0.0,pysentimiento
748,"Un servicio promedio, ni muy bueno ni muy malo.",neutro,0.0,vader
749,El setup inicial tomó más tiempo del acordado en el SLA.,neutro,0.0,pysentimiento
750,¡Increíble! El módulo de Ventas es un game-changer para nosotros. 🚀,neutro,0.0,pysentimiento
751,"El software es potente, pero la UX es muy confusa.",neutro,0.0,vader
752,"No recomiendo este partner de Odoo, son unos amateurs.",negativo,-0.296,vader
753,La parametrización de los taxes quedó perfecta.,positivo,0.9293,pysentimiento
754,El sistema se crashea cada vez que hacemos un bulk import.,neutro,0.0,vader
755,Satisfecho con el resultado final del proyecto.,neutro,0.0,vader
756,El consultor fue muy proactivo con el troubleshooting.,positivo,0.1779,vader
757,"La implementación fue un caos, el project manager no coordinaba nada.",negativo,-0.9753,pysentimiento
758,"El ERP funciona, aunque la curva de aprendizaje es muy steep.",neutro,0.0,vader
759,"Un servicio de 10, el despliegue fue flawless. ✅",positivo,0.5106,vader
760,"El soporte técnico es muy slow, tardan días en responder un ticket.",negativo,-0.9672,pysentimiento
761,La integración con la API de Shopify quedó impecable.,positivo,0.9383,pysentimiento
762,"El sistema es aceptable, cumple con los requerimientos mínimos.",positivo,0.6655,pysentimiento
763,"Me siento estafado, el scope del proyecto cambió tres veces.",negativo,-0.9543,pysentimiento
764,"El módulo de CRM es muy intuitivo, nos encanta.",positivo,0.9744,pysentimiento
765,"La capacitación fue un embole, no hubo casos reales.",negativo,-0.9718,pysentimiento
766,"El despliegue fue smooth, sin contratiempos.",negativo,-0.5574,vader
767,"El software es inestable, tenemos demasiados glitches.",neutro,0.0,vader
768,Todo en orden con la puesta en marcha.,neutro,0.0,vader
769,El consultor no entendía el business model de la empresa.,neutro,0.0,pysentimiento
770,"El ROI es evidente, optimizamos los procesos operativos.",neutro,0.0,vader
771,La configuración de los dashboards es muy potente.,positivo,0.9164,pysentimiento
772,"El soporte es mediocre, solo dan respuestas genéricas.",negativo,-0.9784,pysentimiento
773,El go-live se retrasó dos semanas por errores de migración.,negativo,-0.6397,pysentimiento
774,Súper contentos con la automatización de los flujos de trabajo.,positivo,0.9309,pysentimiento
775,"El sistema es lento, el performance de la base de datos es pobre.",neutro,0.0,vader
776,"La implementación fue estándar, sin personalizaciones.",negativo,-0.5031,pysentimiento
777,¡Qué desastre! El módulo de inventarios no sincroniza. ❌,negativo,-0.9701,pysentimiento
778,El equipo de consultoría fue muy professional y paciente.,positivo,0.9587,pysentimiento
779,"La herramienta es útil, pero el setup fue muy engorroso.",negativo,-0.7648,pysentimiento
780,"Tuvimos problemas con el hosting, pero se resolvieron.",neutro,0.0,vader
781,"El servicio fue regular, esperaba más proactividad.",neutro,0.0,pysentimiento
782,El flujo de aprobación de expenses funciona perfecto.,positivo,0.7091,pysentimiento
783,"No saben configurar el módulo de payroll, es un horror.",negativo,-0.9849,pysentimiento
784,La transición al nuevo sistema fue muy orgánica.,positivo,0.7575,pysentimiento
785,"El software es robusto, pero la configuración fue muy básica.",neutro,0.0,pysentimiento
786,"El consultor fue amable, pero técnicamente muy limitado.",neutro,0.0,pysentimiento
787,El despliegue fue satisfactorio y a tiempo.,neutro,0.0,vader
788,Siento que el sistema es demasiado complejo para nuestro staff.,neutro,0.0,vader
789,"Excelente gestión del backlog, priorizaron lo importante.",positivo,0.92,pysentimiento
790,"El módulo de compras es redundante, no nos sirve.",negativo,-0.9801,pysentimiento
791,"El soporte es excepcional, resuelven todo en tiempo récord.",positivo,0.9271,pysentimiento
792,"El ERP es funcional, aunque la interfaz es un poco old-school.",neutro,0.0,vader
793,La migración de datos dejó muchos duplicates.,negativo,-0.7522,pysentimiento
794,"Un trabajo impecable, el sistema vuela. ⚡",neutro,0.0,vader
795,El consultor no sabe manejar los edge cases del sistema.,negativo,-0.296,vader
796,La capacitación fue muy dinámica y útil.,positivo,0.9726,pysentimiento
797,El sistema se congela al generar el Profit and Loss.,positivo,0.1531,vader
798,"El servicio fue neutro, hicieron lo pactado en el contrato.",neutro,0.0,vader
799,La integración con la pasarela de pagos fue un hit.,positivo,0.9281,pysentimiento
800,"No recomiendo este partner, no tienen experiencia en retail.",negativo,-0.5267,vader
801,El software es moderno y muy eficiente.,neutro,0.0,vader
802,"Tuvimos bugs en el UAT, pero se corrigieron antes del go-live.",neutro,0.0,vader
803,El despliegue fue correcto y sin incidentes.,negativo,-0.5574,vader
804,Me encanta la visibilidad que tengo de los KPIs ahora.,neutro,0.0,vader
805,El soporte es muy burocrático y lento.,negativo,-0.9728,pysentimiento
806,"Odoo es genial, pero el servicio de implementación fue mediocre.",negativo,-0.9076,pysentimiento
807,La configuración de los roles de usuario quedó perfecta.,positivo,0.9162,pysentimiento
808,El sistema es inestable durante el peak de ventas.,neutro,0.0,vader
809,El servicio fue profesional y puntual.,neutro,0.0,vader
810,"No recomiendo este equipo, el delivery fue muy pobre.",negativo,-0.296,vader
811,El despliegue se hizo en el timeframe acordado.,neutro,0.0,vader
812,La automatización de marketing es una herramienta top.,positivo,0.9466,pysentimiento
813,El ERP es demasiado heavy para una empresa pequeña.,negativo,-0.9771,pysentimiento
814,Súper agradecido por el support post-implementación.,positivo,0.924,pysentimiento
815,"El sistema es funcional, nada más.",neutro,0.0,pysentimiento
816,"El consultor fue muy técnico, pero le faltó soft skill.",neutro,0.0,pysentimiento
817,"La migración fue un dolor de cabeza, pero al final quedó bien.",positivo,0.705,pysentimiento
818,El setup de Odoo.sh fue rápido y eficiente.,positivo,0.9432,pysentimiento
819,No saben configurar la localización fiscal de mi país.,negativo,-0.8981,pysentimiento
820,"El proceso fue normal, sin grandes hitos.",negativo,-0.5574,vader
821,El servicio de consultoría fue de primer nivel.,positivo,0.9579,pysentimiento
822,El módulo de compras es demasiado complejo para nosotros.,negativo,-0.9531,pysentimiento
823,Me siento tranquilo ahora que todo está automatizado.,positivo,0.8644,pysentimiento
824,El ERP se cae constantemente en el cierre de mes.,neutro,0.0,vader
825,El tiempo de respuesta del soporte fue aceptable.,neutro,0.0,vader
826,La mejor decisión fue implementar Odoo con este equipo.,positivo,0.904,pysentimiento
827,"La parametrización fue superficial, tuvimos que rehacerla.",negativo,-0.9153,pysentimiento
828,El sistema ya está integrado con nuestra tienda de WooCommerce.,neutro,0.0,pysentimiento
829,No recomiendo este servicio por la falta de puntualidad.,negativo,-0.296,vader
830,El despliegue fue satisfactorio y el equipo fue cordial.,neutro,0.0,vader
831,"El software hace lo que dice el manual, sin más.",neutro,0.0,pysentimiento
832,Tardaron una eternidad en configurar el módulo de contabilidad.,negativo,-0.9383,pysentimiento
833,El ROI ha sido impresionante desde el primer día.,positivo,0.955,pysentimiento
834,El sistema es lento cuando hay muchos concurrent users.,neutro,0.0,vader
835,La comunicación fue fluida a través de Slack.,positivo,0.4972,pysentimiento
836,"No cumplieron con el deadline, un desastre.",negativo,-0.296,vader
837,"La herramienta es potente, pero requiere un buen server.",neutro,0.0,vader
838,Me encanta la flexibilidad del sistema.,neutro,0.0,vader
839,El consultor fue distante y no mostró interés en el negocio.,negativo,-0.8404,pysentimiento
840,Se instaló el módulo de CRM y el de Warehouse.,neutro,0.0,pysentimiento
841,"El servicio fue impecable, desde el onboarding hasta el cierre.",neutro,0.0,vader
842,La migración de datos fue un proceso tedioso.,negativo,-0.9606,pysentimiento
843,"El ERP es funcional, cumple con lo básico.",positivo,0.4849,pysentimiento
844,"Súper mala experiencia, el soporte no responde los mails.",negativo,-0.9601,pysentimiento
845,La capacitación fue muy útil para el equipo.,positivo,0.9696,pysentimiento
846,El sistema es estable pero la UI es muy básica.,negativo,-0.5909,pysentimiento
847,Logramos reducir el lead time de facturación. ¡Genial!,positivo,0.9556,pysentimiento
848,El despliegue tuvo varios critical errors al inicio.,negativo,-0.5719,vader
849,Recibimos el manual de usuario en PDF.,neutro,0.0,vader
850,"Un trabajo impecable, el sistema es súper rápido.",positivo,0.9721,pysentimiento
851,No saben configurar el módulo de manufactura.,negativo,-0.9544,pysentimiento
852,"El proceso fue normal, sin sobresaltos.",negativo,-0.5574,vader
853,"El sistema es potente, pero la implementación fue tan lenta que casi perdemos el año.",negativo,-0.9346,pysentimiento
854,"Me encanta Odoo, pero odio a la empresa que me lo instaló.",negativo,-0.8122,pysentimiento
855,"El equipo fue muy amable, aunque la solución técnica fue un desastre.",positivo,0.4949,pysentimiento
856,"La configuración multi-company es un caos, no sabemos dónde cae cada gasto.",negativo,-0.9712,pysentimiento
857,"Todo funciona, pero el proceso de implementación fue un trauma para el staff.",negativo,-0.796,pysentimiento
858,"El despliegue fue rápido, aunque ahora pasamos el día arreglando errores.",neutro,0.0,pysentimiento
859,Es impresionante lo poco que saben de contabilidad local. 🙃,neutro,0.0,vader
860,"El ROI es positivo, pero el costo emocional del proyecto fue demasiado alto.",neutro,0.0,vader
861,"La interfaz de Odoo Studio es genial, pero la parametrización fue mediocre.",negativo,-0.8233,pysentimiento
862,"Súper contentos con el resultado, a pesar de que el consultor llegaba tarde siempre.",positivo,0.8816,pysentimiento
863,"El sistema es estable, pero la curva de aprendizaje es una montaña rusa.",neutro,0.0,pysentimiento
864,"Tuvimos una migración exitosa, aunque perdimos el historial de mensajes.",positivo,0.5111,pysentimiento
865,"El soporte es rápido, pero no resuelven el problema, solo lo ""parchan"".",negativo,-0.9165,pysentimiento
866,"La implementación fue correcta, pero el precio final fue una sorpresa desagradable.",negativo,-0.7784,pysentimiento
867,¡Qué maravilla! Ahora tenemos que hacer el doble de trabajo manual que antes. 🙄,negativo,-0.5532,pysentimiento
868,"El flujo de ventas es perfecto, pero el de compras es un laberinto.",positivo,0.3182,vader
869,"Siento que el proyecto fue un éxito técnico, pero un fracaso en comunicación.",negativo,-0.929,pysentimiento
870,La configuración multi-moneda es un dolor de cabeza constante.,negativo,-0.9717,pysentimiento
871,"El consultor es un genio técnico, pero no sabe comunicarse con humanos.",negativo,-0.8017,pysentimiento
872,"El sistema vuela, aunque la capacitación fue un chiste.",negativo,-0.5794,pysentimiento
873,"Todo quedó operativo, pero el manual de usuario parece escrito en otro idioma.",neutro,0.0,pysentimiento
874,"La implementación fue estándar, pero nosotros necesitábamos algo disruptivo.",neutro,0.0,pysentimiento
875,"Me gusta la herramienta, pero me decepcionó la falta de seguimiento post-venta.",negativo,-0.808,pysentimiento
876,"El despliegue fue impecable, aunque el presupuesto se triplicó.",positivo,0.9469,pysentimiento
877,"Sinceramente, el sistema es bueno, pero la consultoría fue irrelevante.",negativo,-0.8524,pysentimiento
878,"La localización fiscal está bien, pero el módulo de nómina es un desastre.",negativo,-0.904,pysentimiento
879,¡Increíble! Lograron que un proceso simple se volviera complejo. 👏,positivo,0.9332,pysentimiento
880,"El equipo fue profesional, pero el resultado final es insuficiente.",neutro,0.0,vader
881,"El ERP es robusto, pero la implementación fue superficial.",negativo,-0.68,pysentimiento
882,"Tuvimos un go-live exitoso, pero el sistema se cae cada viernes.",neutro,0.0,vader
883,"El soporte técnico es amable, pero la resolución de bugs es eterna.",negativo,-0.5567,pysentimiento
884,"La parametrización de almacenes es lógica, pero la ejecución fue pobre.",negativo,-0.6154,pysentimiento
885,"Me encanta la visibilidad de los KPIs, aunque los datos estén mal cargados.",positivo,0.9027,pysentimiento
886,"El consultor sabía mucho de Odoo, pero nada de nuestro negocio.",neutro,0.0,pysentimiento
887,"La transición fue fluida, pero el sistema es demasiado lento en horas pico.",negativo,-0.8661,pysentimiento
888,"Es una herramienta fantástica, lastima que la instalación haya sido tan torpe.",positivo,0.631,pysentimiento
889,"El flujo de aprobación de gastos es eficiente, pero la interfaz es saturada.",negativo,-0.5552,pysentimiento
890,"El despliegue fue quirúrgico, pero olvidaron configurar los permisos de usuario.",neutro,0.0,pysentimiento
891,Siento que pagamos por un servicio premium y recibimos uno básico.,negativo,-0.9195,pysentimiento
892,"La configuración de impuestos es correcta, pero el reporte es ilegible.",neutro,0.0,pysentimiento
893,"El sistema es intuitivo, pero el soporte técnico es un muro de piedra.",negativo,-0.7442,pysentimiento
894,"¡Genial! Ahora el sistema hace todo, excepto lo que nosotros necesitamos.",positivo,0.8476,pysentimiento
895,"La migración de datos fue impecable, pero el mapeo de cuentas fue un error.",neutro,0.0,pysentimiento
896,"El equipo de trabajo fue coordinado, pero el proyecto se extendió meses.",neutro,0.0,pysentimiento
897,"La herramienta es potente, pero la implementación fue un experimento.",neutro,0.0,pysentimiento
898,"Tuvimos una capacitación dinámica, pero el sistema sigue siendo un misterio.",negativo,-0.781,pysentimiento
899,"El ROI es evidente, aunque el proceso de adopción fue doloroso.",negativo,-0.5317,pysentimiento
900,"La interfaz es limpia, pero el rendimiento del servidor es mediocre.",neutro,0.0,vader
901,"El consultor fue muy proactivo, pero no resolvió los problemas de fondo.",negativo,-0.8498,pysentimiento
902,"Satisfecho con el software, decepcionado con el partner de implementación.",negativo,-0.8014,pysentimiento
903,"El sistema es estable, pero la configuración de la API fue un desastre.",negativo,-0.8737,pysentimiento
904,"El despliegue fue normal, pero la comunicación fue inexistente.",negativo,-0.6101,pysentimiento
905,¡Impresionante! Ahora sabemos exactamente por qué el sistema no funciona.,negativo,-0.8919,pysentimiento
906,"La parametrización de la nómina es correcta, pero el módulo es lento.",neutro,0.0,pysentimiento
907,"El soporte es excelente, pero solo durante el primer mes.",neutro,0.0,vader
908,"La implementación fue un éxito, aunque el staff odia el programa.",positivo,0.8955,pysentimiento
909,"Tuvimos un cierre de mes exitoso, pero el sistema estuvo al borde del colapso.",neutro,0.0,vader
910,"El ERP es funcional, pero la consultoría fue demasiado genérica.",negativo,-0.746,pysentimiento
911,"La configuración de Odoo.sh fue rápida, pero la optimización fue nula.",negativo,-0.8586,pysentimiento
912,"Me encanta la flexibilidad, pero odio la cantidad de clics para hacer una factura.",neutro,0.0,vader
913,"El equipo técnico es brillante, pero el project manager fue un desastre.",negativo,-0.8322,pysentimiento
914,"El software es moderno, pero la metodología de implementación fue arcaica.",negativo,-0.6435,pysentimiento
915,"Tuvimos una puesta en marcha exitosa, aunque el soporte es lento.",neutro,0.0,vader
916,"La migración fue tediosa, pero el resultado final es aceptable.",positivo,0.7336,pysentimiento
917,"El consultor fue muy amable, pero técnicamente estaba perdido.",neutro,0.0,pysentimiento
918,"La interfaz de usuario es top, pero la lógica de negocio es errónea.",negativo,-0.5752,pysentimiento
919,Siento que la implementación fue apresurada para cobrar la factura.,negativo,-0.9316,pysentimiento
920,"El sistema es robusto, aunque la capacitación fue insuficiente.",neutro,0.0,pysentimiento
921,"La localización fiscal es perfecta, pero el resto del ERP es inestable.",neutro,0.0,pysentimiento
922,"¡Brillante! Lograron que el inventario cuadre, pero el sistema no arranca.",negativo,-0.7818,pysentimiento
923,"El flujo de ventas es ágil, pero la contabilidad es un caos.",negativo,-0.8824,pysentimiento
924,"El soporte técnico resuelve, pero tarda una eternidad en responder.",neutro,0.0,pysentimiento
925,"La implementación fue correcta, aunque el equipo estuvo muy distante.",positivo,0.657,pysentimiento
926,"El software es intuitivo, pero la parametrización fue muy básica.",negativo,-0.4981,pysentimiento
927,"Tuvimos un despliegue sin errores, pero el sistema es demasiado lento.",negativo,-0.5574,vader
928,"La configuración de los dashboards es hermosa, pero los datos son falsos.",negativo,-0.5727,pysentimiento
929,"El consultor fue muy profesional, aunque no entendía el flujo de caja.",positivo,0.5553,pysentimiento
930,"El ROI es positivo, pero el proceso de implementación fue agotador.",negativo,-0.7421,pysentimiento
931,"La herramienta es potente, pero el setup inicial fue un horror.",negativo,-0.5719,vader
932,"Tuvimos un training completo, pero nadie sabe usar el sistema.",neutro,0.0,vader
933,"El sistema es estable, pero la configuración de los impuestos es errónea.",negativo,-0.7189,pysentimiento
934,"La migración fue un éxito, aunque borraron algunos registros antiguos.",positivo,0.6352,pysentimiento
935,"El soporte es muy cordial, pero la efectividad es nula.",neutro,0.0,vader
936,"La implementación fue fluida, pero el resultado es insuficiente.",negativo,-0.7732,pysentimiento
937,"El ERP es una joya, pero la consultoría fue una pérdida de tiempo.",negativo,-0.8117,pysentimiento
938,"Tuvimos un go-live tranquilo, pero ahora el sistema no responde.",negativo,-0.296,vader
939,"La interfaz es moderna, pero la experiencia de usuario es frustrante.",neutro,0.0,vader
940,"El equipo fue puntual, pero la calidad del trabajo fue mediocre.",neutro,0.0,vader
941,"Siento que el sistema es potente, pero la implementación fue pobre.",negativo,-0.6929,pysentimiento
942,"La configuración de almacenes es correcta, pero la ejecución fue lenta.",neutro,0.0,pysentimiento
943,"El soporte técnico es eficiente, pero la comunicación es fría.",neutro,0.0,pysentimiento
944,"El despliegue fue exitoso, aunque el presupuesto se disparó.",positivo,0.5601,pysentimiento
945,"La capacitación fue útil, pero el sistema es demasiado complejo.",negativo,-0.8001,pysentimiento
946,"El software vuela, pero la configuración de usuarios es un desastre.",negativo,-0.9357,pysentimiento
947,"Tuvimos un cierre mensual perfecto, aunque el sistema estuvo lento.",positivo,0.3182,vader
948,"El consultor fue muy técnico, pero le faltó visión de negocio.",neutro,0.0,pysentimiento
949,"La parametrización de la nómina es un éxito, el resto es regular.",neutro,0.0,pysentimiento
950,"El sistema es funcional, aunque la implementación fue traumática.",neutro,0.0,pysentimiento
951,"La localización fiscal es correcta, pero el soporte es inexistente.",neutro,0.0,pysentimiento
952,"El despliegue fue rápido, pero la calidad es cuestionable.",neutro,0.0,pysentimiento
953,"Súper contentos con Odoo, pero muy molestos con el partner.",negativo,-0.7056,pysentimiento
954,"La implementación fue un éxito técnico, pero un fracaso humano.",negativo,-0.8461,pysentimiento
955,"El sistema es aceptable, aunque el soporte tarda en responder.",neutro,0.0,vader
956,¡Súper! El módulo de CRM nos ahorró horas de trabajo. 🚀,positivo,0.5905,pysentimiento
957,"No recomiendo el servicio, el go-live fue un desastre total.",negativo,-0.296,vader
958,"La implementación de Odoo fue estándar, cumplió lo pactado.",positivo,0.8451,pysentimiento
959,"El consultor fue muy amable, pero el sistema sigue teniendo bugs.",neutro,0.0,vader
960,"La migración de datos tomó más tiempo del esperado, pero quedó bien.",positivo,0.7586,pysentimiento
961,Súper contentos con la automatización de los reportes. ✅,positivo,0.7788,pysentimiento
962,"El software funciona, aunque la interfaz es un poco lenta.",neutro,0.0,vader
963,"Pésimo servicio post-venta, nos dejaron solos tras el pago.",negativo,-0.9783,pysentimiento
964,"La capacitación fue básica, nada fuera de lo común.",neutro,0.0,pysentimiento
965,Odoo es una gran herramienta y la instalación fue impecable.,positivo,0.9801,pysentimiento
966,No entendieron nuestro flujo de caja y el ERP quedó mal configurado.,negativo,-0.9372,pysentimiento
967,El precio del servicio es justo para lo que ofrecen.,neutro,0.0,vader
968,Me encanta cómo integraron la pasarela de pagos. ¡10/10!,positivo,0.9721,pysentimiento
969,Siento que pagué demasiado por un servicio mediocre.,negativo,-0.9844,pysentimiento
970,Se instalaron los módulos de compras y ventas según el contrato.,neutro,0.0,pysentimiento
971,"El soporte técnico es un desastre, tardan siglos en contestar.",negativo,-0.9756,pysentimiento
972,"Finalmente tenemos el inventario cuadrado, gracias al equipo.",neutro,0.0,vader
973,El proceso de implementación fue lineal y sin sobresaltos.,positivo,0.7844,pysentimiento
974,El sistema se cuelga cada vez que genero una factura masiva. 😡,neutro,0.0,vader
975,"Es un ERP potente, pero requiere mucha paciencia para aprender.",neutro,0.0,vader
976,"Excelente comunicación durante todo el proyecto, muy profesionales.",positivo,0.9707,pysentimiento
977,La configuración de los impuestos fue un dolor de cabeza.,negativo,-0.976,pysentimiento
978,El despliegue se realizó en la nube y funciona correctamente.,positivo,0.7385,pysentimiento
979,"Todo quedó perfecto, superaron nuestras expectativas.",positivo,0.9553,pysentimiento
980,No me gusta cómo manejaron la migración de los clientes antiguos.,negativo,-0.9746,pysentimiento
981,"El servicio fue regular, ni bueno ni malo.",neutro,0.0,vader
982,Una inversión totalmente rentable para nuestra pyme.,positivo,0.9476,pysentimiento
983,El consultor no sabía explicar las funciones avanzadas de Odoo.,negativo,-0.5228,pysentimiento
984,Recibimos el acceso al sistema el día acordado.,neutro,0.0,pysentimiento
985,"El módulo de manufactura es una joya, optimizamos la producción.",positivo,0.9694,pysentimiento
986,Demasiados bugs en la versión que nos entregaron.,negativo,-0.9575,pysentimiento
987,"El sistema es estable, aunque la velocidad de carga es media.",neutro,0.0,vader
988,"Muy buena gestión del proyecto, cumplieron cada hito.",positivo,0.9754,pysentimiento
989,"Me siento defraudado, el ERP no hace lo que prometieron en la demo.",negativo,-0.296,vader
990,Tuvimos una sesión de dudas el viernes pasado.,neutro,0.0,pysentimiento
991,El servicio de implementación fue rápido y eficiente. ✅,positivo,0.7605,pysentimiento
992,La parametrización de la nómina está llena de errores.,negativo,-0.9611,pysentimiento
993,"El software hace lo que necesitamos, nada más ni nada menos.",positivo,0.8821,pysentimiento
994,¡Qué gran equipo! Resolvieron problemas que otros no pudieron.,positivo,0.9383,pysentimiento
995,"No recomiendo contratar el soporte mensual, es muy caro y lento.",negativo,-0.296,vader
996,La transición del sistema viejo a Odoo fue gradual.,neutro,0.0,pysentimiento
997,El sistema es intuitivo y el personal se adaptó rápido.,positivo,0.7649,pysentimiento
998,"Sinceramente, fue una pérdida de tiempo y dinero.",negativo,-0.9662,pysentimiento
999,Se implementaron los flujos de aprobación de gastos.,neutro,0.0,pysentimiento
1000,"Excelente soporte técnico, resolvieron mi duda en 10 minutos.",positivo,0.8108,pysentimiento
1001,"El ERP es muy complejo, la capacitación fue muy superficial.",negativo,-0.9576,pysentimiento
1002,"El despliegue fue normal, siguiendo el manual de Odoo.",neutro,0.0,vader
1003,Estoy fascinado con la visibilidad que ahora tengo del negocio.,neutro,0.0,vader
1004,Hubo mucha desorganización en las reuniones de seguimiento.,negativo,-0.901,pysentimiento
1005,El sistema funciona correctamente en Chrome y Firefox.,neutro,0.0,vader
1006,"Un servicio de lujo, el despliegue fue quirúrgico.",positivo,0.9637,pysentimiento
1007,El módulo de contabilidad no cuadra con nuestros reportes reales.,negativo,-0.9414,pysentimiento
1008,El costo de implementación se mantuvo dentro del presupuesto.,neutro,0.0,pysentimiento
1009,La herramienta es útil pero la curva de aprendizaje es empinada.,neutro,0.0,pysentimiento
1010,No pudieron resolver el problema de la integración con el banco.,negativo,-0.9418,pysentimiento
1011,"Súper profesionales, el ERP quedó adaptado a nuestra medida.",positivo,0.591,pysentimiento
1012,El proceso de instalación fue sencillo y sin errores.,positivo,0.8434,pysentimiento
1013,Me parece que el sistema es demasiado robusto para lo que necesitamos.,neutro,0.0,vader
1014,"El soporte es mediocre, solo responden lo básico.",negativo,-0.9728,pysentimiento
1015,¡Por fin un ERP que no es una pesadilla de usar!,positivo,0.6063,pysentimiento
1016,Se configuraron los permisos de usuario según la jerarquía.,neutro,0.0,pysentimiento
1017,El despliegue fue improvisado y se notó la falta de experiencia.,negativo,-0.9038,pysentimiento
1018,"La calidad del servicio es excepcional, muy recomendados.",neutro,0.0,vader
1019,"Odoo es bueno, pero la configuración de esta empresa fue pobre.",negativo,-0.9126,pysentimiento
1020,Tuvimos que hacer ajustes manuales porque el consultor se equivocó.,negativo,-0.8426,pysentimiento
1021,El sistema está funcionando en modo producción desde ayer.,neutro,0.0,pysentimiento
1022,Muy satisfechos con la rapidez de la implementación.,positivo,0.9411,pysentimiento
1023,El módulo de ventas es confuso y el personal se queja.,negativo,-0.9552,pysentimiento
1024,El servicio fue adecuado para el precio pagado.,neutro,0.0,vader
1025,El equipo técnico demostró un dominio total de Odoo.,negativo,-0.5377,pysentimiento
1026,Tardaron semanas en configurar un simple reporte de ventas.,neutro,0.0,vader
1027,"La implementación fue estándar, no hubo personalizaciones.",negativo,-0.7406,pysentimiento
1028,El ROI ha sido impresionante desde el primer mes.,positivo,0.34,vader
1029,El sistema es lento cuando hay más de 10 usuarios conectados.,negativo,-0.9426,pysentimiento
1030,La comunicación fue fluida a través de Slack.,positivo,0.4972,pysentimiento
1031,"No cumplieron con los plazos de entrega, un desastre.",negativo,-0.296,vader
1032,"La herramienta es potente, aunque requiere servidor propio.",neutro,0.0,vader
1033,Me encanta la flexibilidad que nos dio la configuración final.,positivo,0.9638,pysentimiento
1034,El consultor fue distante y no mostró interés en el negocio.,negativo,-0.8404,pysentimiento
1035,Se instaló el módulo de CRM y el de Inventarios.,neutro,0.0,pysentimiento
1036,"El servicio fue impecable, desde la preventa hasta la entrega.",neutro,0.0,vader
1037,La migración de datos dejó muchos campos vacíos.,negativo,-0.9392,pysentimiento
1038,"El ERP es funcional, cumple con los requerimientos.",neutro,0.0,vader
1039,"Súper mala experiencia, no responden los correos.",negativo,-0.9664,pysentimiento
1040,La capacitación fue muy dinámica y útil para el equipo.,positivo,0.9706,pysentimiento
1041,El sistema es estable pero la interfaz se siente anticuada.,neutro,0.0,vader
1042,Logramos reducir el tiempo de facturación a la mitad. ¡Genial!,positivo,0.956,pysentimiento
1043,El despliegue tuvo varios errores críticos al inicio.,negativo,-0.6425,pysentimiento
1044,Recibimos el manual de usuario en formato PDF.,neutro,0.0,vader
1045,"Un trabajo impecable, el sistema vuela. 🚀",neutro,0.0,vader
1046,No saben configurar la localización fiscal de nuestro país.,negativo,-0.9261,pysentimiento
1047,"El proceso fue normal, sin grandes hitos ni grandes fallos.",negativo,-0.5574,vader
1048,El servicio de consultoría fue de primer nivel.,positivo,0.9579,pysentimiento
1049,El módulo de compras es redundante para nuestro proceso.,positivo,0.7341,pysentimiento
1050,Me siento muy tranquilo ahora que todo está automatizado.,positivo,0.904,pysentimiento
1051,El ERP se cae constantemente durante el cierre de mes.,neutro,0.0,vader
1052,El tiempo de respuesta del equipo técnico fue aceptable.,positivo,0.5563,pysentimiento
1053,La mejor decisión que tomamos fue implementar Odoo con ellos.,positivo,0.9216,pysentimiento
1054,La parametrización fue superficial y tuvimos que rehacerla.,negativo,-0.9353,pysentimiento
1055,El sistema ya está integrado con nuestra tienda de Shopify.,neutro,0.0,pysentimiento
1056,No recomiendo este servicio por la falta de puntualidad.,negativo,-0.296,vader
1057,El despliegue fue satisfactorio y el equipo fue cordial.,neutro,0.0,vader
1058,"El software hace lo que dice el manual, sin más.",neutro,0.0,pysentimiento
1059,Tardaron una eternidad en configurar la contabilidad.,neutro,0.0,vader
1060,El ROI ha sido impresionante desde el primer día.,positivo,0.955,pysentimiento
1061,El sistema es lento con muchos usuarios concurrentes.,neutro,0.0,vader
1062,La comunicación fue fluida por Slack.,neutro,0.0,pysentimiento
1063,"No cumplieron los plazos, un desastre total.",negativo,-0.296,vader
1064,"La herramienta es potente, pero requiere un buen server.",neutro,0.0,vader
1065,Me encanta la flexibilidad del sistema.,neutro,0.0,vader
1066,El consultor fue distante y no mostró interés.,negativo,-0.8724,pysentimiento
1067,Se instaló el módulo de CRM y Warehouse.,neutro,0.0,pysentimiento
1068,"El servicio fue impecable, del onboarding al cierre.",neutro,0.0,vader
1069,La migración de datos fue un proceso tedioso.,negativo,-0.9606,pysentimiento
1070,"El ERP es funcional, cumple con lo básico.",positivo,0.4849,pysentimiento
1071,"Súper mala experiencia, no responden los mails.",negativo,-0.9694,pysentimiento
1072,La capacitación fue muy útil para el equipo.,positivo,0.9696,pysentimiento
1073,El sistema es estable pero la UI es muy básica.,negativo,-0.5909,pysentimiento
1074,Logramos reducir el lead time de facturación. ¡Genial!,positivo,0.9556,pysentimiento
1075,El despliegue tuvo varios critical errors al inicio.,negativo,-0.5719,vader
